Interactuo,QuienTieneLentes,Rol,Horadeldia,Diadelasemana,Asignatura,RamosAsociados,Sexo,Evaluacionalcurso,Evaluaciondelcursoalalumno,Arte,Ciencias,Fisica,Historia,Lenguaje,Matematica,Tecnologica,Notaspond,Promedio,VistasAlProf,VistasDelProf,VistasAlAlmno,VistasDelAlmno,NivelAcademico,filter_$,,,,,,,,
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,24,0,4,2,0,0,0,"3,6","4,30",5,5,7,4,5,4,4,5,5,"4,86","6,71","6,08","4,38","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
1,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
1,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,18,0,2,1,0,0,0,"5,3","3,40",6,4,7,4,4,4,5,5,5,",72","8,43","2,96","2,05","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
1,20,0,2,1,0,0,0,"5,7","4,40",5,5,7,4,4,4,6,5,5,"1,44","5,96","2,49","8,08","1,00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
0,9,0,1,3,0,0,1,"4,0","5,90",6,6,7,5,5,6,5,6,6,",54","12,3","6,03","1,69",",00",",00"
